i-traits	type	date	angle	MLP
T1-ddT.191	HSI	T1	side	0.451
T1-ddT.192	HSI	T1	side	0.429
T1-ddT.193	HSI	T1	side	0.4676
T1-ddT.194	HSI	T1	side	0.4836
T1-ddT.195	HSI	T1	side	0.4142
T1-ddT.196	HSI	T1	side	0.4976
T1-ddT.197	HSI	T1	side	0.4374
T1-ddT.198	HSI	T1	side	0.4526
T1-ddT.199	HSI	T1	side	0.522
T1-ddT.200	HSI	T1	side	0.4252
T1-ddT.201	HSI	T1	side	0.5642
T1-ddT.202	HSI	T1	side	0.436
T1-ddT.203	HSI	T1	side	0.4764
T1-ddT.204	HSI	T1	side	0.4472
T1-ddT.205	HSI	T1	side	0.4506
T1-ddT.206	HSI	T1	side	0.4264
T1-ddT.207	HSI	T1	side	0.5028
T1-ddT.208	HSI	T1	side	0.566
T1-ddT.209	HSI	T1	side	0.5866
T1-ddT.210	HSI	T1	side	0.4426
T1-ddT.211	HSI	T1	side	0.4126
T1-ddT.212	HSI	T1	side	0.389
T1-ddT.213	HSI	T1	side	0.4724
T1-ddT.214	HSI	T1	side	0.4418
T1-ddT.215	HSI	T1	side	0.4748
T1-ddT.216	HSI	T1	side	0.3752
T1-ddT.217	HSI	T1	side	0.436
T1-ddT.218	HSI	T1	side	0.3902
T1-ddT.219	HSI	T1	side	0.398
T1-ddT.220	HSI	T1	side	0.4386
T1-ddT.221	HSI	T1	side	0.4096
T1-ddT.222	HSI	T1	side	0.4038
T1-ddT.223	HSI	T1	side	0.367
T1-ddT.224	HSI	T1	side	0.4518
T1-A.1	HSI	T1	side	0.3374
T1-A.2	HSI	T1	side	0.338
T1-A.3	HSI	T1	side	0.3276
T1-A.4	HSI	T1	side	0.3662
T1-A.5	HSI	T1	side	0.3524
T1-A.6	HSI	T1	side	0.379
T1-A.7	HSI	T1	side	0.392
T1-A.8	HSI	T1	side	0.368
T1-A.9	HSI	T1	side	0.3616
T1-A.10	HSI	T1	side	0.3356
T1-A.11	HSI	T1	side	0.3322
T1-A.12	HSI	T1	side	0.3748
T1-A.13	HSI	T1	side	0.332
T1-A.14	HSI	T1	side	0.4356
T1-A.15	HSI	T1	side	0.3806
T1-A.16	HSI	T1	side	0.3416
T1-A.17	HSI	T1	side	0.3104
T1-A.18	HSI	T1	side	0.388
T1-A.19	HSI	T1	side	0.4354
T1-A.20	HSI	T1	side	0.4594
T1-A.21	HSI	T1	side	0.445
T1-A.22	HSI	T1	side	0.4164
T1-A.23	HSI	T1	side	0.256
T1-A.24	HSI	T1	side	0.348
T1-A.25	HSI	T1	side	0.3604
T1-A.26	HSI	T1	side	0.3404
T1-A.27	HSI	T1	side	0.3812
T1-A.28	HSI	T1	side	0.3072
T1-A.29	HSI	T1	side	0.2982
T1-A.30	HSI	T1	side	0.3882
T1-A.31	HSI	T1	side	0.3618
T1-A.32	HSI	T1	side	0.3604
T1-A.33	HSI	T1	side	0.5036
T1-A.34	HSI	T1	side	0.4208
T1-A.35	HSI	T1	side	0.3806
T1-A.36	HSI	T1	side	0.3892
T1-A.37	HSI	T1	side	0.3572
T1-A.38	HSI	T1	side	0.4114
T1-A.39	HSI	T1	side	0.319
T1-A.40	HSI	T1	side	0.3236
T1-A.41	HSI	T1	side	0.4154
T1-A.42	HSI	T1	side	0.4028
T1-A.43	HSI	T1	side	0.3594
T1-A.44	HSI	T1	side	0.3038
T1-A.45	HSI	T1	side	0.3566
T1-A.46	HSI	T1	side	0.3644
T1-A.47	HSI	T1	side	0.3272
T1-A.48	HSI	T1	side	0.3644
T1-A.49	HSI	T1	side	0.352
T1-A.50	HSI	T1	side	0.3666
T1-A.51	HSI	T1	side	0.4166
T1-A.52	HSI	T1	side	0.357
T1-A.53	HSI	T1	side	0.3756
T1-A.54	HSI	T1	side	0.3692
T1-A.55	HSI	T1	side	0.419
T1-A.56	HSI	T1	side	0.3836
T1-A.57	HSI	T1	side	0.416
T1-A.58	HSI	T1	side	0.3394
T1-A.59	HSI	T1	side	0.3896
T1-A.60	HSI	T1	side	0.3044
T1-A.61	HSI	T1	side	0.3294
T1-A.62	HSI	T1	side	0.4028
T1-A.63	HSI	T1	side	0.3398
T1-A.64	HSI	T1	side	0.3444
T1-A.65	HSI	T1	side	0.3816
T1-A.66	HSI	T1	side	0.4194
T1-A.67	HSI	T1	side	0.4038
T1-A.68	HSI	T1	side	0.359
T1-A.69	HSI	T1	side	0.3496
T1-A.70	HSI	T1	side	0.3916
T1-A.71	HSI	T1	side	0.343
T1-A.72	HSI	T1	side	0.3538
T1-A.73	HSI	T1	side	0.3604
T1-A.74	HSI	T1	side	0.3734
T1-A.75	HSI	T1	side	0.331
T1-A.76	HSI	T1	side	0.3278
T1-A.77	HSI	T1	side	0.3566
T1-A.78	HSI	T1	side	0.3864
T1-A.79	HSI	T1	side	0.3676
T1-A.80	HSI	T1	side	0.3622
T1-A.81	HSI	T1	side	0.2922
T1-A.82	HSI	T1	side	0.3272
T1-A.83	HSI	T1	side	0.3386
T1-A.84	HSI	T1	side	0.3588
T1-A.85	HSI	T1	side	0.3816
T1-A.86	HSI	T1	side	0.357
T1-A.87	HSI	T1	side	0.3852
T1-A.88	HSI	T1	side	0.365
T1-A.89	HSI	T1	side	0.337
T1-A.90	HSI	T1	side	0.3562
T1-A.91	HSI	T1	side	0.317
T1-A.92	HSI	T1	side	0.3158
T1-A.93	HSI	T1	side	0.3614
T1-A.94	HSI	T1	side	0.4586
T1-A.95	HSI	T1	side	0.303
T1-A.96	HSI	T1	side	0.3534
T1-A.97	HSI	T1	side	0.3288
T1-A.98	HSI	T1	side	0.382
T1-A.99	HSI	T1	side	0.3
T1-A.100	HSI	T1	side	0.4074
T1-A.101	HSI	T1	side	0.3476
T1-A.102	HSI	T1	side	0.3102
T1-A.103	HSI	T1	side	0.3518
T1-A.104	HSI	T1	side	0.4106
T1-A.105	HSI	T1	side	0.292
T1-A.106	HSI	T1	side	0.3302
T1-A.107	HSI	T1	side	0.2922
T1-A.108	HSI	T1	side	0.3374
T1-A.109	HSI	T1	side	0.2858
T1-A.110	HSI	T1	side	0.389
T1-A.111	HSI	T1	side	0.357
T1-A.112	HSI	T1	side	0.3842
T1-A.113	HSI	T1	side	0.3616
T1-A.114	HSI	T1	side	0.4518
T1-A.115	HSI	T1	side	0.375
T1-A.116	HSI	T1	side	0.4086
T1-A.117	HSI	T1	side	0.4204
T1-A.118	HSI	T1	side	0.4076
T1-A.119	HSI	T1	side	0.3824
T1-A.120	HSI	T1	side	0.4666
T1-A.121	HSI	T1	side	0.435
T1-A.122	HSI	T1	side	0.415
T1-A.123	HSI	T1	side	0.3668
T1-A.124	HSI	T1	side	0.3788
T1-A.125	HSI	T1	side	0.4848
T1-A.126	HSI	T1	side	0.4054
T1-A.127	HSI	T1	side	0.358
T1-A.128	HSI	T1	side	0.431
T1-A.129	HSI	T1	side	0.4332
T1-A.130	HSI	T1	side	0.401
T1-A.131	HSI	T1	side	0.3494
T1-A.132	HSI	T1	side	0.3896
T1-A.133	HSI	T1	side	0.362
T1-A.134	HSI	T1	side	0.3396
T1-A.135	HSI	T1	side	0.349
T1-A.136	HSI	T1	side	0.3648
T1-A.137	HSI	T1	side	0.3834
T1-A.138	HSI	T1	side	0.341
T1-A.139	HSI	T1	side	0.3574
T1-A.140	HSI	T1	side	0.4086
T1-A.141	HSI	T1	side	0.388
T1-A.142	HSI	T1	side	0.3672
T1-A.143	HSI	T1	side	0.353
T1-A.144	HSI	T1	side	0.3612
T1-A.145	HSI	T1	side	0.3416
T1-A.146	HSI	T1	side	0.3712
T1-A.147	HSI	T1	side	0.3638
T1-A.148	HSI	T1	side	0.4106
T1-A.149	HSI	T1	side	0.359
T1-A.150	HSI	T1	side	0.3558
T1-A.151	HSI	T1	side	0.3816
T1-A.152	HSI	T1	side	0.4168
T1-A.153	HSI	T1	side	0.4214
T1-A.154	HSI	T1	side	0.353
T1-A.155	HSI	T1	side	0.3946
T1-A.156	HSI	T1	side	0.419
T1-A.157	HSI	T1	side	0.3932
T1-A.158	HSI	T1	side	0.3554
T1-A.159	HSI	T1	side	0.4146
T1-A.160	HSI	T1	side	0.3648
T1-A.161	HSI	T1	side	0.3966
T1-A.162	HSI	T1	side	0.392
T1-A.163	HSI	T1	side	0.3336
T1-A.164	HSI	T1	side	0.329
T1-A.165	HSI	T1	side	0.3514
T1-A.166	HSI	T1	side	0.3636
T1-A.167	HSI	T1	side	0.395
T1-A.168	HSI	T1	side	0.3814
T1-A.169	HSI	T1	side	0.3096
T1-A.170	HSI	T1	side	0.3646
T1-A.171	HSI	T1	side	0.3858
T1-A.172	HSI	T1	side	0.4428
T1-A.173	HSI	T1	side	0.3788
T1-A.174	HSI	T1	side	0.2624
T1-A.175	HSI	T1	side	0.4114
T1-A.176	HSI	T1	side	0.38
T1-A.177	HSI	T1	side	0.4382
T1-A.178	HSI	T1	side	0.3842
T1-A.179	HSI	T1	side	0.3988
T1-A.180	HSI	T1	side	0.3264
T1-A.181	HSI	T1	side	0.378
T1-A.182	HSI	T1	side	0.3588
T1-A.183	HSI	T1	side	0.4348
T1-A.184	HSI	T1	side	0.3764
T1-A.185	HSI	T1	side	0.3418
T1-A.186	HSI	T1	side	0.3812
T1-A.187	HSI	T1	side	0.3494
T1-A.188	HSI	T1	side	0.3522
T1-A.189	HSI	T1	side	0.3542
T1-A.190	HSI	T1	side	0.3398
T1-A.191	HSI	T1	side	0.3944
T1-A.192	HSI	T1	side	0.3686
T1-A.193	HSI	T1	side	0.4316
T1-A.194	HSI	T1	side	0.3696
T1-A.195	HSI	T1	side	0.3754
T1-A.196	HSI	T1	side	0.3962
T1-A.197	HSI	T1	side	0.3472
T1-A.198	HSI	T1	side	0.32
T1-A.199	HSI	T1	side	0.4376
T1-A.200	HSI	T1	side	0.4136
T1-A.201	HSI	T1	side	0.3864
T1-A.202	HSI	T1	side	0.4086
T1-A.203	HSI	T1	side	0.4338
T1-A.204	HSI	T1	side	0.3724
T1-A.205	HSI	T1	side	0.3886
T1-A.206	HSI	T1	side	0.41
T1-A.207	HSI	T1	side	0.3802
T1-A.208	HSI	T1	side	0.3322
T1-A.209	HSI	T1	side	0.3384
T1-A.210	HSI	T1	side	0.3772
T1-A.211	HSI	T1	side	0.3522
T1-A.212	HSI	T1	side	0.3894
T1-A.213	HSI	T1	side	0.3436
T1-A.214	HSI	T1	side	0.3802
T1-A.215	HSI	T1	side	0.3944
T1-A.216	HSI	T1	side	0.4348
T1-A.217	HSI	T1	side	0.3364
T1-A.218	HSI	T1	side	0.3604
T1-A.219	HSI	T1	side	0.3472
T1-A.220	HSI	T1	side	0.332
T1-A.221	HSI	T1	side	0.3826
T1-A.222	HSI	T1	side	0.3744
T1-A.223	HSI	T1	side	0.477
T1-A.224	HSI	T1	side	0.3492
T1-dA.1	HSI	T1	side	0.364
T1-dA.2	HSI	T1	side	0.418
T1-dA.3	HSI	T1	side	0.3842
T1-dA.4	HSI	T1	side	0.409
T1-dA.5	HSI	T1	side	0.583
T1-dA.6	HSI	T1	side	0.772
T1-dA.7	HSI	T1	side	0.5168
T1-dA.8	HSI	T1	side	0.5908
T1-dA.9	HSI	T1	side	0.5366
T1-dA.10	HSI	T1	side	0.422
T1-dA.11	HSI	T1	side	0.5538
T1-dA.12	HSI	T1	side	0.3998
T1-dA.13	HSI	T1	side	0.4316
T1-dA.14	HSI	T1	side	0.4658
T1-dA.15	HSI	T1	side	0.4866
T1-dA.16	HSI	T1	side	0.4708
T1-dA.17	HSI	T1	side	0.4514
T1-dA.18	HSI	T1	side	0.4158
T1-dA.19	HSI	T1	side	0.5358
T1-dA.20	HSI	T1	side	0.4612
T1-dA.21	HSI	T1	side	0.6514
T1-dA.22	HSI	T1	side	0.4274
T1-dA.23	HSI	T1	side	0.6808
T1-dA.24	HSI	T1	side	0.332
T1-dA.25	HSI	T1	side	0.4822
T1-dA.26	HSI	T1	side	0.3918
T1-dA.27	HSI	T1	side	0.3082
T1-dA.28	HSI	T1	side	0.473
T1-dA.29	HSI	T1	side	0.479
T1-dA.30	HSI	T1	side	0.4056
T1-dA.31	HSI	T1	side	0.4726
T1-dA.32	HSI	T1	side	0.4202
T1-dA.33	HSI	T1	side	0.4724
T1-dA.34	HSI	T1	side	0.5194
T1-dA.35	HSI	T1	side	0.5298
T1-dA.36	HSI	T1	side	0.4994
T1-dA.37	HSI	T1	side	0.5866
T1-dA.38	HSI	T1	side	0.6412
T1-dA.39	HSI	T1	side	0.6064
T1-dA.40	HSI	T1	side	0.57
T1-dA.41	HSI	T1	side	0.4394
T1-dA.42	HSI	T1	side	0.484
T1-dA.43	HSI	T1	side	0.5344
T1-dA.44	HSI	T1	side	0.4906
T1-dA.45	HSI	T1	side	0.399
T1-dA.46	HSI	T1	side	0.419
T1-dA.47	HSI	T1	side	0.3628
T1-dA.48	HSI	T1	side	0.3856
T1-dA.49	HSI	T1	side	0.4152
T1-dA.50	HSI	T1	side	0.4114
T1-dA.51	HSI	T1	side	0.4044
T1-dA.52	HSI	T1	side	0.376
T1-dA.53	HSI	T1	side	0.4204
T1-dA.54	HSI	T1	side	0.3926
T1-dA.55	HSI	T1	side	0.535
T1-dA.56	HSI	T1	side	0.4752
T1-dA.57	HSI	T1	side	0.5286
T1-dA.58	HSI	T1	side	0.4016
T1-dA.59	HSI	T1	side	0.4626
T1-dA.60	HSI	T1	side	0.5222
T1-dA.61	HSI	T1	side	0.3922
T1-dA.62	HSI	T1	side	0.4128
T1-dA.63	HSI	T1	side	0.403
T1-dA.64	HSI	T1	side	0.374
T1-dA.65	HSI	T1	side	0.4146
T1-dA.66	HSI	T1	side	0.4392
T1-dA.67	HSI	T1	side	0.5278
T1-dA.68	HSI	T1	side	0.4044
T1-dA.69	HSI	T1	side	0.4088
T1-dA.70	HSI	T1	side	0.4676
T1-dA.71	HSI	T1	side	0.521
T1-dA.72	HSI	T1	side	0.5454
T1-dA.73	HSI	T1	side	0.5864
T1-dA.74	HSI	T1	side	0.421
T1-dA.75	HSI	T1	side	0.3746
T1-dA.76	HSI	T1	side	0.5316
T1-dA.77	HSI	T1	side	0.4554
T1-dA.78	HSI	T1	side	0.455
T1-dA.79	HSI	T1	side	0.5184
T1-dA.80	HSI	T1	side	0.3874
T1-dA.81	HSI	T1	side	0.5782
T1-dA.82	HSI	T1	side	0.447
T1-dA.83	HSI	T1	side	0.5058
T1-dA.84	HSI	T1	side	0.4138
T1-dA.85	HSI	T1	side	0.4202
T1-dA.86	HSI	T1	side	0.4204
T1-dA.87	HSI	T1	side	0.5672
T1-dA.88	HSI	T1	side	0.3394
T1-dA.89	HSI	T1	side	0.4414
T1-dA.90	HSI	T1	side	0.5498
T1-dA.91	HSI	T1	side	0.3974
T1-dA.92	HSI	T1	side	0.5314
T1-dA.93	HSI	T1	side	0.4132
T1-dA.94	HSI	T1	side	0.366
T1-dA.95	HSI	T1	side	0.4096
T1-dA.96	HSI	T1	side	0.368
T1-dA.97	HSI	T1	side	0.5154
T1-dA.98	HSI	T1	side	0.4314
T1-dA.99	HSI	T1	side	0.404
T1-dA.100	HSI	T1	side	0.4284
T1-dA.101	HSI	T1	side	0.492
T1-dA.102	HSI	T1	side	0.4224
T1-dA.103	HSI	T1	side	0.5284
T1-dA.104	HSI	T1	side	0.4226
T1-dA.105	HSI	T1	side	0.484
T1-dA.106	HSI	T1	side	0.386
T1-dA.107	HSI	T1	side	0.4402
T1-dA.108	HSI	T1	side	0.4772
T1-dA.109	HSI	T1	side	0.3988
T1-dA.110	HSI	T1	side	0.3938
T1-dA.111	HSI	T1	side	0.3528
T1-dA.112	HSI	T1	side	0.345
T1-dA.113	HSI	T1	side	0.4524
T1-dA.114	HSI	T1	side	0.3902
T1-dA.115	HSI	T1	side	0.3494
T1-dA.116	HSI	T1	side	0.4122
T1-dA.117	HSI	T1	side	0.4396
T1-dA.118	HSI	T1	side	0.4282
T1-dA.119	HSI	T1	side	0.383
T1-dA.120	HSI	T1	side	0.4386
T1-dA.121	HSI	T1	side	0.394
T1-dA.122	HSI	T1	side	0.4602
T1-dA.123	HSI	T1	side	0.3946
T1-dA.124	HSI	T1	side	0.378
T1-dA.125	HSI	T1	side	0.4456
T1-dA.126	HSI	T1	side	0.4
T1-dA.127	HSI	T1	side	0.356
T1-dA.128	HSI	T1	side	0.3812
T1-dA.129	HSI	T1	side	0.428
T1-dA.130	HSI	T1	side	0.405
T1-dA.131	HSI	T1	side	0.3702
T1-dA.132	HSI	T1	side	0.42
T1-dA.133	HSI	T1	side	0.4156
T1-dA.134	HSI	T1	side	0.3976
T1-dA.135	HSI	T1	side	0.4326
T1-dA.136	HSI	T1	side	0.3998
T1-dA.137	HSI	T1	side	0.5376
T1-dA.138	HSI	T1	side	0.5672
T1-dA.139	HSI	T1	side	0.5026
T1-dA.140	HSI	T1	side	0.462
T1-dA.141	HSI	T1	side	0.5628
T1-dA.142	HSI	T1	side	0.4124
T1-dA.143	HSI	T1	side	0.539
T1-dA.144	HSI	T1	side	0.5008
T1-dA.145	HSI	T1	side	0.4244
T1-dA.146	HSI	T1	side	0.4818
T1-dA.147	HSI	T1	side	0.4912
T1-dA.148	HSI	T1	side	0.443
T1-dA.149	HSI	T1	side	0.4978
T1-dA.150	HSI	T1	side	0.4292
T1-dA.151	HSI	T1	side	0.4732
T1-dA.152	HSI	T1	side	0.4756
T1-dA.153	HSI	T1	side	0.5512
T1-dA.154	HSI	T1	side	0.477
T1-dA.155	HSI	T1	side	0.4898
T1-dA.156	HSI	T1	side	0.4578
T1-dA.157	HSI	T1	side	0.4108
T1-dA.158	HSI	T1	side	0.5176
T1-dA.159	HSI	T1	side	0.4186
T1-dA.160	HSI	T1	side	0.479
T1-dA.161	HSI	T1	side	0.5922
T1-dA.162	HSI	T1	side	0.498
T1-dA.163	HSI	T1	side	0.4468
T1-dA.164	HSI	T1	side	0.4802
T1-dA.165	HSI	T1	side	0.6716
T1-dA.166	HSI	T1	side	0.4458
T1-dA.167	HSI	T1	side	0.384
T1-dA.168	HSI	T1	side	0.4738
T1-dA.169	HSI	T1	side	0.4178
T1-dA.170	HSI	T1	side	0.3612
T1-dA.171	HSI	T1	side	0.4634
T1-dA.172	HSI	T1	side	0.478
T1-dA.173	HSI	T1	side	0.3356
T1-dA.174	HSI	T1	side	0.4614
T1-dA.175	HSI	T1	side	0.6078
T1-dA.176	HSI	T1	side	0.4994
T1-dA.177	HSI	T1	side	0.375
T1-dA.178	HSI	T1	side	0.4428
T1-dA.179	HSI	T1	side	0.3924
T1-dA.180	HSI	T1	side	0.5702
T1-dA.181	HSI	T1	side	0.5162
T1-dA.182	HSI	T1	side	0.5846
T1-dA.183	HSI	T1	side	0.3876
T1-dA.184	HSI	T1	side	0.468
T1-dA.185	HSI	T1	side	0.4404
T1-dA.186	HSI	T1	side	0.4392
T1-dA.187	HSI	T1	side	0.581
T1-dA.188	HSI	T1	side	0.5332
T1-dA.189	HSI	T1	side	0.5082
T1-dA.190	HSI	T1	side	0.6182
T1-dA.191	HSI	T1	side	0.4028
T1-dA.192	HSI	T1	side	0.5058
T1-dA.193	HSI	T1	side	0.5158
T1-dA.194	HSI	T1	side	0.4528
T1-dA.195	HSI	T1	side	0.4368
T1-dA.196	HSI	T1	side	0.5412
T1-dA.197	HSI	T1	side	0.4402
T1-dA.198	HSI	T1	side	0.6034
T1-dA.199	HSI	T1	side	0.575
T1-dA.200	HSI	T1	side	0.583
T1-dA.201	HSI	T1	side	0.4848
T1-dA.202	HSI	T1	side	0.433
T1-dA.203	HSI	T1	side	0.5012
T1-dA.204	HSI	T1	side	0.4866
T1-dA.205	HSI	T1	side	0.4022
T1-dA.206	HSI	T1	side	0.5584
T1-dA.207	HSI	T1	side	0.4798
T1-dA.208	HSI	T1	side	0.7016
T1-dA.209	HSI	T1	side	0.6496
T1-dA.210	HSI	T1	side	0.4716
T1-dA.211	HSI	T1	side	0.4
T1-dA.212	HSI	T1	side	0.4664
T1-dA.213	HSI	T1	side	0.5984
T1-dA.214	HSI	T1	side	0.5604
T1-dA.215	HSI	T1	side	0.578
T1-dA.216	HSI	T1	side	0.4976
T1-dA.217	HSI	T1	side	0.4404
T1-dA.218	HSI	T1	side	0.3238
T1-dA.219	HSI	T1	side	0.4334
T1-dA.220	HSI	T1	side	0.4112
T1-dA.221	HSI	T1	side	0.4228
T1-dA.222	HSI	T1	side	0.4142
T1-dA.223	HSI	T1	side	0.3738
T1-dA.224	HSI	T1	side	0.4598
T1-ddA.1	HSI	T1	side	0.4066
T1-ddA.2	HSI	T1	side	0.3652
T1-ddA.3	HSI	T1	side	0.414
T1-ddA.4	HSI	T1	side	0.5696
T1-ddA.5	HSI	T1	side	0.5108
T1-ddA.6	HSI	T1	side	0.6146
T1-ddA.7	HSI	T1	side	0.5746
T1-ddA.8	HSI	T1	side	0.7226
T1-ddA.9	HSI	T1	side	0.4148
T1-ddA.10	HSI	T1	side	0.7452
T1-ddA.11	HSI	T1	side	0.5498
T1-ddA.12	HSI	T1	side	0.474
T1-ddA.13	HSI	T1	side	0.5302
T1-ddA.14	HSI	T1	side	0.4884
T1-ddA.15	HSI	T1	side	0.5504
T1-ddA.16	HSI	T1	side	0.455
T1-ddA.17	HSI	T1	side	0.4604
T1-ddA.18	HSI	T1	side	0.3802
T1-ddA.19	HSI	T1	side	0.475
T1-ddA.20	HSI	T1	side	0.4944
T1-ddA.21	HSI	T1	side	0.4016
T1-ddA.22	HSI	T1	side	0.773
T1-ddA.23	HSI	T1	side	0.4876
T1-ddA.24	HSI	T1	side	0.7318
T1-ddA.25	HSI	T1	side	0.3794
T1-ddA.26	HSI	T1	side	0.4156
T1-ddA.27	HSI	T1	side	0.4066
T1-ddA.28	HSI	T1	side	0.5574
T1-ddA.29	HSI	T1	side	0.5616
T1-ddA.30	HSI	T1	side	0.4542
T1-ddA.31	HSI	T1	side	0.4926
T1-ddA.32	HSI	T1	side	0.4642
T1-ddA.33	HSI	T1	side	0.5074
T1-ddA.34	HSI	T1	side	0.4476
T1-ddA.35	HSI	T1	side	0.572
T1-ddA.36	HSI	T1	side	0.4604
T1-ddA.37	HSI	T1	side	0.5468
T1-ddA.38	HSI	T1	side	0.5638
T1-ddA.39	HSI	T1	side	0.5976
T1-ddA.40	HSI	T1	side	0.4528
T1-ddA.41	HSI	T1	side	0.7116
T1-ddA.42	HSI	T1	side	0.4516
T1-ddA.43	HSI	T1	side	0.5338
T1-ddA.44	HSI	T1	side	0.5608
T1-ddA.45	HSI	T1	side	0.5236
T1-ddA.46	HSI	T1	side	0.4558
T1-ddA.47	HSI	T1	side	0.3782
T1-ddA.48	HSI	T1	side	0.521
T1-ddA.49	HSI	T1	side	0.3712
T1-ddA.50	HSI	T1	side	0.4704
T1-ddA.51	HSI	T1	side	0.4902
T1-ddA.52	HSI	T1	side	0.4252
T1-ddA.53	HSI	T1	side	0.3834
T1-ddA.54	HSI	T1	side	0.5736
T1-ddA.55	HSI	T1	side	0.3738
T1-ddA.56	HSI	T1	side	0.6824
T1-ddA.57	HSI	T1	side	0.4882
T1-ddA.58	HSI	T1	side	0.5434
T1-ddA.59	HSI	T1	side	0.4048
T1-ddA.60	HSI	T1	side	0.5586
T1-ddA.61	HSI	T1	side	0.4834
T1-ddA.62	HSI	T1	side	0.369
T1-ddA.63	HSI	T1	side	0.511
T1-ddA.64	HSI	T1	side	0.4138
T1-ddA.65	HSI	T1	side	0.4634
T1-ddA.66	HSI	T1	side	0.505
T1-ddA.67	HSI	T1	side	0.5018
T1-ddA.68	HSI	T1	side	0.3948
T1-ddA.69	HSI	T1	side	0.4698
T1-ddA.70	HSI	T1	side	0.5264
T1-ddA.71	HSI	T1	side	0.3724
T1-ddA.72	HSI	T1	side	0.6568
T1-ddA.73	HSI	T1	side	0.4284
T1-ddA.74	HSI	T1	side	0.4634
T1-ddA.75	HSI	T1	side	0.4242
T1-ddA.76	HSI	T1	side	0.342
T1-ddA.77	HSI	T1	side	0.5092
T1-ddA.78	HSI	T1	side	0.5462
T1-ddA.79	HSI	T1	side	0.4346
T1-ddA.80	HSI	T1	side	0.4632
T1-ddA.81	HSI	T1	side	0.457
T1-ddA.82	HSI	T1	side	0.4232
T1-ddA.83	HSI	T1	side	0.403
T1-ddA.84	HSI	T1	side	0.5222
T1-ddA.85	HSI	T1	side	0.3334
T1-ddA.86	HSI	T1	side	0.5136
T1-ddA.87	HSI	T1	side	0.4054
T1-ddA.88	HSI	T1	side	0.4592
T1-ddA.89	HSI	T1	side	0.3994
T1-ddA.90	HSI	T1	side	0.3596
T1-ddA.91	HSI	T1	side	0.6112
T1-ddA.92	HSI	T1	side	0.371
T1-ddA.93	HSI	T1	side	0.6546
T1-ddA.94	HSI	T1	side	0.455
T1-ddA.95	HSI	T1	side	0.4814
T1-ddA.96	HSI	T1	side	0.5118
T1-ddA.97	HSI	T1	side	0.4126
T1-ddA.98	HSI	T1	side	0.4378
T1-ddA.99	HSI	T1	side	0.4762
T1-ddA.100	HSI	T1	side	0.5508
T1-ddA.101	HSI	T1	side	0.4896
T1-ddA.102	HSI	T1	side	0.4556
T1-ddA.103	HSI	T1	side	0.4546
T1-ddA.104	HSI	T1	side	0.3866
T1-ddA.105	HSI	T1	side	0.5028
T1-ddA.106	HSI	T1	side	0.4728
T1-ddA.107	HSI	T1	side	0.4168
T1-ddA.108	HSI	T1	side	0.4032
T1-ddA.109	HSI	T1	side	0.4124
T1-ddA.110	HSI	T1	side	0.4008
T1-ddA.111	HSI	T1	side	0.378
T1-ddA.112	HSI	T1	side	0.3988
T1-ddA.113	HSI	T1	side	0.5506
T1-ddA.114	HSI	T1	side	0.3482
T1-ddA.115	HSI	T1	side	0.4464
T1-ddA.116	HSI	T1	side	0.4408
T1-ddA.117	HSI	T1	side	0.4602
T1-ddA.118	HSI	T1	side	0.4472
T1-ddA.119	HSI	T1	side	0.4482
T1-ddA.120	HSI	T1	side	0.457
T1-ddA.121	HSI	T1	side	0.4644
T1-ddA.122	HSI	T1	side	0.4566
T1-ddA.123	HSI	T1	side	0.4706
T1-ddA.124	HSI	T1	side	0.4342
T1-ddA.125	HSI	T1	side	0.518
T1-ddA.126	HSI	T1	side	0.4174
T1-ddA.127	HSI	T1	side	0.4554
T1-ddA.128	HSI	T1	side	0.4454
T1-ddA.129	HSI	T1	side	0.4062
T1-ddA.130	HSI	T1	side	0.4664
T1-ddA.131	HSI	T1	side	0.3624
T1-ddA.132	HSI	T1	side	0.4484
T1-ddA.133	HSI	T1	side	0.446
T1-ddA.134	HSI	T1	side	0.4484
T1-ddA.135	HSI	T1	side	0.4878
T1-ddA.136	HSI	T1	side	0.5562
T1-ddA.137	HSI	T1	side	0.6456
T1-ddA.138	HSI	T1	side	0.6304
T1-ddA.139	HSI	T1	side	0.5628
T1-ddA.140	HSI	T1	side	0.6658
T1-ddA.141	HSI	T1	side	0.3478
T1-ddA.142	HSI	T1	side	0.5758
T1-ddA.143	HSI	T1	side	0.4152
T1-ddA.144	HSI	T1	side	0.5704
T1-ddA.145	HSI	T1	side	0.4904
T1-ddA.146	HSI	T1	side	0.6924
T1-ddA.147	HSI	T1	side	0.5042
T1-ddA.148	HSI	T1	side	0.4202
T1-ddA.149	HSI	T1	side	0.4238
T1-ddA.150	HSI	T1	side	0.436
T1-ddA.151	HSI	T1	side	0.4718
T1-ddA.152	HSI	T1	side	0.483
T1-ddA.153	HSI	T1	side	0.4626
T1-ddA.154	HSI	T1	side	0.4808
T1-ddA.155	HSI	T1	side	0.4528
T1-ddA.156	HSI	T1	side	0.417
T1-ddA.157	HSI	T1	side	0.5082
T1-ddA.158	HSI	T1	side	0.444
T1-ddA.159	HSI	T1	side	0.4884
T1-ddA.160	HSI	T1	side	0.4946
T1-ddA.161	HSI	T1	side	0.5026
